name,ring,quadrant,isNew,description 
Amazon KMS (Key Management Service),adopt,platforms,TRUE,"<p><a href=�https://docs.aws.amazon.com/kms/latest/developerguide/overview.html"">Amazon KMS</a> AWS Key Management Service (AWS KMS) is a managed service that makes it easy for you to create and control the cryptographic keys that are used to protect your data..</p>"
Amazon DMS (Database Migration Services),assess,platforms,TRUE,"<p><a href=�https://docs.aws.amazon.com/dms/latest/userguide/Welcome.html"">Amazon DMS</a>  is a cloud service that makes it possible to migrate relational databases, data warehouses, NoSQL databases, and other types of data stores. You can use AWS DMS to migrate your data into the AWS Cloud or between combinations of cloud and on-premises setups...</p>"
Amazon Step Functions,assess,platforms,TRUE,"<p><a href=�https://docs.aws.amazon.com/step-functions/latest/dg/welcome.html"">Amazon Step Functions</a> AWS Step Functions is a serverless orchestration service that lets you integrate with AWS Lambda functions and other AWS services to build business-critical applications. Through Step Functions' graphical console, you see your application�s workflow as a series of event-driven steps...</p>"
Amazon Application Migration Service (AWS MGN),assess,platforms,TRUE,"<p><a href=�https://docs.aws.amazon.com/mgn/latest/ug/what-is-application-migration-service.html"">Amazon MGN</a> AWS Application Migration Service (MGN) is a highly automated lift-and-shift (rehost) solution that simplifies, expedites, and reduces the cost of migrating applications to AWS..</p>"
Amazon Elastic Container Registry (ECR),adopt,platforms,TRUE,"<p><a href=�https://docs.aws.amazon.com/AmazonECR/latest/userguide/what-is-ecr.html"">Amazon ECR</Amazon Elastic Container Registry (Amazon ECR) is an AWS managed container image registry service that is secure, scalable, and reliable.....</p>"
Amazon Macie,assess,platforms,TRUE,"<p><a href=�https://docs.aws.amazon.com/macie/latest/user/what-is-macie.html"">Amazon Macie</Amazon Macie is a data security service that discovers sensitive data by using machine learning and pattern matching, provides visibility into data security risks, and enables automated protection against those risks.....</p>"
Amazon Shield advanced,assess,platforms,TRUE,"<p><a href=�https://docs.aws.amazon.com/waf/latest/developerguide/ddos-overview.html"">Amazon Shield</AWS Shield Standard and AWS Shield Advanced provide protections against Distributed Denial of Service (DDoS) attacks for AWS resources at the network and transport layers (layer 3 and 4) and the application layer.....</p>"
Amazon  Neptune ,assess,platforms,TRUE,"<p><a href=�https://docs.aws.amazon.com/neptune/latest/userguide/intro.html"">Amazon Neptune</ is a fast, reliable, fully managed graph database service that makes it easy to build and run applications that work with highly connected datasets......</p>"
Amazon Identity and Access Management (IAM),adopt,platforms,TRUE,"<p><a href=�https://docs.aws.amazon.com/IAM/latest/UserGuide/introduction.html"">Amazon IAM</ is a web service that helps you securely control access to AWS resources. With IAM, you can centrally manage permissions that control which AWS resources users can access. You use IAM to control who is authenticated (signed in) and authorized (has permissions) to use resources......</p>"
Amazon  Redshift,hold,platforms,TRUE,"<p> Amazon Redshift is a fully managed, petabyte-scale data warehouse service in the cloud. You can start with just a few hundred gigabytes of data and scale to a petabyte or more. This allows you to use your data to gain new insights for your business and customers. .</p>"
Amazon CodeGuru,hold,platforms,TRUE,<p> Amazon CodeGuru is a developer tool that provides intelligent recommendations to improve code quality and identify an application�s most expensive lines of code.</p>
Amazon Corretto (Open JDK),hold,platforms,TRUE,<p> Amazon CodeGuru is a developer tool that provides intelligent recommendations to improve code quality and identify an application�s most expensive lines of code.</p>
Amazon Data Exchange,hold,platforms,TRUE,"<p> AWS Data Exchange is a service that makes it easy for AWS customers to find, subscribe to, and use third-party data in the AWS Cloud..</p>"
Amazon DevOps Guru,hold,platforms,TRUE,"<p> Amazon DevOps Guru is a service powered by machine learning (ML) that gives you a simpler way to measure and improve an application's operational performance and availability and reduce expensive downtime�no machine learning expertise required. With DevOps Guru, you only pay for what you use..</p>"
Amazon Managed Blockchain,hold,platforms,TRUE,<p> Amazon Managed Blockchain is a fully managed service that makes it easy to join public networks or create and manage scalable private networks using the popular open-source frameworks Hyperledger Fabric and Ethereum.</p>
Amazon Managed Grafana,hold,platforms,TRUE,"<p> Amazon Managed Grafana is a fully managed and secure data visualization service that you can use to instantly query, correlate, and visualize operational metrics, logs, and traces from multiple sources. Amazon Managed Grafana makes it easy to deploy, operate, and scale Grafana, a widely deployed data visualization tool that is popular for its extensible data support..</p>"
Amazon Managed Service for Prometheus,hold,platforms,TRUE,"<p> Amazon Managed Service for Prometheus is a serverless, Prometheus-compatible monitoring service for container metrics that makes it easier to securely monitor container environments at scale. .</p>"
Amazon MemoryDB for Redis,hold,platforms,TRUE,"<p> MemoryDB for Redis is a durable, in-memory database for workloads that require an ultra-fast, Redis-compatible primary database. You should consider using MemoryDB if your workload requires a durable database that provides ultra-fast performance (microsecond read and single-digit millisecond write latency)..</p>"
AWS Amplify,hold,platforms,TRUE,"<p> AWS Amplify is a complete solution that lets frontend web and mobile developers easily build, ship, and host full-stack applications on AWS, with the flexibility to leverage the breadth of AWS services as use cases evolve. No cloud expertise needed..</p>"
AWS App Mesh,hold,platforms,TRUE,<p> AWS App Mesh makes it easier to run services by providing consistent visibility and network traffic controls and helping you deliver secure services. App Mesh removes the need to update application code to change how monitoring data is collected or traffic is routed between services.</p>
AWS Copilot,hold,platforms,TRUE,"<p> AWS Copilot is a command line interface (CLI) that you can use to quickly launch and manage containerized applications on AWS. It simplifies running applications on Amazon Elastic Container Service (ECS), AWS Fargate, and AWS App Runner.</p>"
AWS Distro for OpenTelemetry,hold,platforms,TRUE,"<p> OpenTelemetry provides open-source APIs, libraries, and agents to collect distributed traces and metrics for application monitoring. With AWS Distro for OpenTelemetry, you can collect metadata from your AWS resources and managed services to correlate application performance data with underlying infrastructure data, reducing the mean time to problem resolution.</p>"
AWS Elastic Beanstalk,hold,platforms,TRUE,"<p> Amazon Web Services (AWS) comprises over one hundred services, each of which exposes an area of functionality. While the variety of services offers flexibility for how you want to manage your AWS infrastructure, it can be challenging to figure out which services to use and how to provision them.</p>"
AWS License Manager,hold,platforms,TRUE,"<p> AWS License Manager is a service that makes it easier for you to manage your software licenses from software vendors (for example, Microsoft, SAP, Oracle, and IBM) centrally across AWS and your on-premises environments. This provides control and visibility into the usage of your licenses, enabling you to limit licensing overages and reduce the risk of non-compliance and misreporting.</p>"
AWS Managed Services,hold,platforms,TRUE,"<p> AWS Managed Services (AMS) helps you adopt AWS at scale and operate more efficiently and securely. We leverage standard AWS services and offer guidance and execution of operational best practices with specialized automations, skills, and experience that are contextual to your environment and applications.</p>"
AWS Migration Hub,hold,platforms,TRUE,"<p> AWS Migration Hub (Migration Hub) provides a single place to discover your existing servers, plan migrations, and track the status of each application migration. The Migration Hub provides visibility into your application portfolio and streamlines planning and tracking.</p>"
AWS Server Migration Service (SMS),hold,platforms,TRUE,"<p>AWS Server Migration Service (AWS SMS) automates the migration of your on-premises VMware vSphere, Microsoft Hyper-V/SCVMM, and Azure virtual machines to the AWS Cloud. AWS SMS incrementally replicates your server VMs as cloud-hosted Amazon Machine Images (AMIs) ready for deployment on Amazon EC2. Working with AMIs, you can easily test and update your cloud-based images before deploying them in production. </p>"
AWS Serverless Application Repository (SAR),hold,platforms,TRUE,"<p> The AWS Serverless Application Repository is a managed repository for serverless applications. It enables teams, organizations, and individual developers to store and share reusable applications, and easily assemble and deploy serverless architectures in powerful new ways.</p>"
Red Hat OpenShift Service on AWS,hold,platforms,TRUE,"<p>Red Hat OpenShift Service on AWS (ROSA) is a turnkey application platform that provides a managed Red Hat OpenShift service running natively on Amazon Web Services (AWS) allowing organizations to increase operational efficiency, refocus on innovation, and quickly build, deploy and scale applications. </p>"
TensorFlow en AWS,hold,platforms,TRUE,"<p> Researchers and developers can use TensorFlow to help enhance their applications with machine learning (ML). AWS provides broad support for TensorFlow, helping customers develop and serve their own models across computer vision (CV), natural language processing (NLP), speech translation, and more.
</p>"
Python,trial,language-and-frameworks,TRUE,"<p>The following are the use cases endorsed by the bank for its implementation: Artificial Intelligence, Machine Learning, Big Data, Data Science, AWS Lambdas, Security and Web scraping</p>"
